comment_text,label
"Yo 

FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK YOU BITCH!!FUCK",highly-toxic
"I know that dipshit, im just saying i only use it for school reports.",toxic
"Fuck you too
Thanks for blocking me... but you didn't do good enough...",toxic
"I hope you die 

I hope you die",highly-toxic
You are a FIRST RATE A-HOLE. I hope you never lose a child or someone in your life like the Burgess family and have people be so blatantly insentive to you as you are to them.  You are a disgrace!,toxic
I've now created a new article: Onesie (UK).,non-toxic
butt fucking me last night,toxic
When an 'Islamic' gets to the position of Prime Minister it will be time to emigrate.,non-toxic
"fuck 

i want to fuck you mo",highly-toxic
"Lord High Parliamentian, &c.;,  

In reply to your question on my talk page, technically, it should be Your Holiness, since the office of Archpope of the Church of the Foursquare Trinity, which I also hold, outranks the Lord High Parliamentian.",non-toxic
"He also exaggerates, claiming that my edits are vandalizing and abusive, when in fact I was only trying to improve a couple articles, which he then reverted, for no reason other than to prove a point (disrupting wikipedia to prove a point isn't allowed on wikipedia), even if it meant WORSENING the state of an article and re-implementing broken links, bad disambiguations, and incomplete information.  Netscott has done more harm to wikipedia than good, and thus for this reason, if you block me and not him, then you must either block both of us or block none of us. }}",non-toxic
I SAID GO FUCK YOURSELF. WHY ARE YOU CHAANGING IT,toxic
"sloking man has np penis 

But he does eat babies!",toxic
"Fuck off, nigger 

You'd look real good hanging from a tree",highly-toxic
"""
Always good to have the ignorant and mentally defective getting together. Die soon  — Preceding unsigned comment added by 31.50.232.129   
Your sick in the head I mean really sick.""",toxic
"Worse than useless nitwit 

Total waste of skin, this BS artist89.168.178.195",toxic
asshole im still editing,toxic
GO F-K U POS AND STOP REVERTING MY POSTS R I WILL REPORT U POS!!,toxic
"o why dont u get off my mothafuckin dick son, u think i dont kno my shit nigga?",highly-toxic
"IT'S NO USE!!!! 
I DIDNT EVEN GET A CHANCE TO ADD LINKS AND STUFF BECAUSE YOU OR WHOEVER ELSE KEEP MESSING IT UP!! YOU GUYS ARE ANNOYING LET ME AT LEAST GET A CHANCE TO FINISH THE DAMN PAGE! IF THATS 2 HARD THEN DELETE IT, I JUST STARTED THIS PAGE AND YOU GUYS ARE READY TO DELETE IT, THERE'S NOTHING TO DELETE I DIDNT EVEN GET TO WRITE A SECTION FOR GOD'S SAKE!! BACK OFF OR DELETED EVEN THOUGH THERE NOTHING TO DELETE THANKS TO YOU AND WHOEVER ELSE!! 
- kai200995",toxic
"""

I really don't know, because the GNU license says that anything we put on our user pages or articles can be copied; but it still pisses me off to know that he took everything on our user pages; our personal information, our userboxes, and even current events that happened to us. It's sick and it must stop.  (Talk)  """,toxic
"David Eppstein, let's edit this paragraph together. It is important to have it in the Introduction, because it provides the reader with the information on the contemporary situation in Ukraine, extending and complimenting the preceding paragraphs.",non-toxic
YOUR A  FAGGG GET A LIFE,toxic
"You are my bitch! 

I own your ass.",highly-toxic
You did make a mistake I think I know more about Ciara Bravo than you do so why dont you just fuck off Im not fuckin playing Ill fuck you up,toxic
hey made a fuck up you poofda FUCKEN dog!,highly-toxic
"Oversight?  

What a cunt.  You'll never make arbcom with that attitude",toxic
get p!$$ed off when someone expresses hate for Nintendo. I,toxic
"""

The reason I declined your request to create a new article was that the article already existed and was deleted around 6 hours ago due to non-notability. If you disagree with the articles initial deletion, you are always free to open a deletion review. I hope this helps. Thanks, (talk) """,non-toxic
"Fuck, FINE, you know what? You idiots with your heavy handed administration have just made another vandal, happy? Good. Every fucking time I view wikipedia, I'm going to pop onto an open proxy server and vandalise the crap out of a couple articles. Then I'm going to do it again. Sure I'm just one person, but i'm one person of many who you jackasses have alienated. Enjoy, you're bringing this shit on yourselves. All the admins worth their salt have long left because of the shit that you in your little cabal have done. You've ruined this once great site. Go fuck yourselves.",highly-toxic
"shut up man! 

SHUT UP I DID NOT DO ANYTHING Click Here for what I Wrote To You A Few Months Ago.",non-toxic
"Are you excusing me of trying to disparage Catholics? I am certainly not. I am only trying to include them in the correct categories because it is FACTS that are essential to Irish history. The only reason Hackney wants these categories taken out is because he hates Irish people and does not want the full truth to be revealed on wikipedia. The Roman Catholic category added to any of them is factual, yet, Hackney continues to remove it. This should be considered vandalism. You also notice that Hackney isn't removing any categories from any English people or any other people, he is only sabotaging pages of Irish Catholics, specifically the hunger martyrs.",non-toxic
User Ip 195.8.175.27 you are a motherfucking pervert if u vandalize anything again with references to sexuality and genitals I'm going to cut your penis off.,highly-toxic
""" (UTC)

 No, she or he is attempting to argue that Molly could not distinguish between """"place"""" and """"plaice"""". It doesn't seem entirely implausible that Joyce is using Molly's mistakes to play with language here, but I agree of course that the object in question is in fact """"plaice"""". 134.226.1.229  14:50, 13 March 2010""",non-toxic
"""

""""some white people considered black people to be intellectually and socially inferior"""" Only white people thought that? Let's forget about jews/arabs and asian peoples views ) A whole race of people that never invented a written language in 6000 years how could anyone think they are intellectually and socially inferior is crazy ) Must be evil white man again! Now i'm off to listen to black Mozart... oh wait... 
""",toxic
"Teachers, when covering this subject, walk a fine line between sticking by the principles of science and not insulting the God-fearing people of this country. A lot of school districts are getting away from teaching evolution altogether, and spending scarce classtime covering other aspects of current theory, that don't provoke so many lawsuits. This is a sad, sad thing in my opinion.  22:40, 1 Feb 2005 (UTC)",non-toxic
"""

WP:BURDEN is with you. '''''' Dick Laurent is dead """,toxic
'''JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK YOU FAGGOT GAY ASS CHINK NIGGER COCKSUCKING PIECE OF SHIT JForget FUCK,highly-toxic
